cik,subset,ticker,label,Fiscal Period,Cost of Goods Sold,"Depreciation, Depletion and Amortization",EBIT,EBITDA,Gross Profit,Long-Term Debt,Market Cap,Net Income,Retained Earnings,Revenue,Total Assets,Total Current Assets,Total Current Liabilities,Total Inventories,Total Liabilities,Total Operating Expense,Total Receivables
894253,train,PER,False,Dec 2008,2292.0,112.0,197.0,309.0,487.0,181.0,0.0,117.0,815.0,2779.0,1978.0,806.0,361.0,0.0,673.0,301.0,443.0
1682745,test,VRRM,False,Dec 2016,9.2,103.3,-0.8,-0.8,360.9,860.2,497.0,1.4,0.0,370.1,0.4,0.4,0.4,0.1,0.4,0.8,100.5
1682745,test,VRRM,False,Dec 2017,9.2,103.3,-0.8,-0.8,360.9,860.2,497.0,1.4,1.4,370.1,403.7,1.0,0.2,0.1,398.7,0.8,100.5
1682745,test,VRRM,False,Dec 2018,9.2,103.3,1.8,105.2,360.9,860.2,1523.1,-51.5,-113.3,370.1,1344.8,185.1,68.7,0.1,1042.7,345.1,100.5
1682745,test,VRRM,False,Dec 2019,19.5,115.6,91.4,207.2,429.3,837.7,2226.5,17.1,-89.6,448.7,1407.4,272.4,104.9,0.1,1097.8,326.9,113.5
1682745,test,VRRM,False,Dec 2020,33.5,116.6,41.7,158.6,360.1,832.9,2177.7,-4.6,-94.8,393.6,1367.3,328.0,64.0,0.1,1051.8,322.2,182.8
918066,train,GLFD,False,Dec 2000,3.0,5.0,-67.0,-62.0,18.0,4.0,0.0,-60.0,-190.0,21.0,182.0,148.0,19.0,3.0,24.0,84.0,3.0
918066,train,GLFD,False,Dec 2001,3.0,5.0,-67.0,-62.0,18.0,4.0,0.0,-60.0,-190.0,21.0,182.0,148.0,19.0,3.0,24.0,84.0,3.0
918066,train,GLFD,False,Dec 2002,3.0,5.0,-64.0,-59.0,12.0,4.0,0.0,-59.0,-250.0,15.0,121.0,88.0,17.0,3.0,22.0,76.0,1.0
918066,train,GLFD,False,Dec 2003,4.0,7.0,-52.0,-46.0,23.0,89.0,0.0,-54.0,-304.0,28.0,221.0,88.0,22.0,3.0,154.0,76.0,3.0
918066,train,GLFD,False,Dec 2004,6.0,12.0,-84.0,-72.0,42.0,87.0,0.0,-88.0,-391.0,48.0,237.0,133.0,31.0,2.0,144.0,126.0,5.0
1582616,test,NCFT,False,Dec 2010,196.0,12.0,22.0,35.0,73.0,240.0,340.0,-7.0,-15.0,269.0,264.0,64.0,20.0,18.0,269.0,51.0,20.0
1582616,test,NCFT,False,Dec 2011,196.0,12.0,22.0,35.0,73.0,240.0,340.0,-7.0,-15.0,269.0,264.0,64.0,20.0,18.0,269.0,51.0,20.0
1582616,test,NCFT,False,Dec 2012,215.0,12.0,19.0,32.0,74.0,240.0,340.0,-10.0,-15.0,289.0,256.0,65.0,22.0,20.0,269.0,54.0,20.0
1582616,test,NCFT,False,Dec 2013,251.0,12.0,27.0,38.0,89.0,148.0,340.0,-13.0,-14.0,340.0,265.0,86.0,31.0,23.0,205.0,62.0,21.0
1582616,test,NCFT,False,Dec 2014,275.0,9.0,37.0,46.0,101.0,146.0,334.0,3.0,-10.0,376.0,296.0,120.0,33.0,23.0,228.0,63.0,24.0
893538,train,SM,False,Dec 2016,1388.0,791.0,-1043.0,-252.0,-208.0,2898.0,3836.0,-758.0,794.0,1180.0,6394.0,225.0,415.0,0.0,3896.0,201.0,145.0
893538,train,SM,False,Dec 2017,1065.0,557.0,-165.0,392.0,195.0,2909.0,2466.0,-161.0,666.0,1260.0,6177.0,549.0,559.0,0.0,3782.0,186.0,160.0
893538,train,SM,False,Dec 2018,1153.0,665.0,813.0,1478.0,487.0,2596.0,1738.0,508.0,1166.0,1640.0,6353.0,429.0,466.0,0.0,3433.0,190.0,158.0
893538,train,SM,False,Dec 2019,1325.0,824.0,-72.0,752.0,261.0,2733.0,1270.0,-187.0,968.0,1586.0,6292.0,253.0,472.0,0.0,3543.0,200.0,178.0
893538,train,SM,False,Dec 2020,1176.0,785.0,-793.0,-8.0,-50.0,2214.0,702.0,-765.0,201.0,1126.0,4976.0,204.0,584.0,0.0,2960.0,164.0,146.0
1043509,train,SAH,False,Dec 2016,8303.0,78.0,225.0,304.0,1429.0,840.0,1024.0,93.0,541.0,9732.0,3639.0,2031.0,1937.0,1571.0,2914.0,1188.0,430.0
1043509,train,SAH,False,Dec 2017,8410.0,90.0,197.0,287.0,1458.0,963.0,797.0,93.0,625.0,9867.0,3819.0,2020.0,1955.0,1513.0,3032.0,1237.0,482.0
1043509,train,SAH,False,Dec 2018,8506.0,94.0,178.0,272.0,1446.0,919.0,588.0,52.0,671.0,9952.0,3797.0,1993.0,1946.0,1528.0,2974.0,1239.0,438.0
1043509,train,SAH,False,Dec 2019,8933.0,90.0,301.0,394.0,1521.0,637.0,1337.0,144.0,790.0,10454.0,4071.0,2018.0,2066.0,1518.0,3126.0,1193.0,433.0
1043509,train,SAH,False,Dec 2020,8343.0,88.0,31.0,122.0,1424.0,652.0,1613.0,-51.0,722.0,9767.0,3746.0,1883.0,1831.0,1247.0,2931.0,1120.0,372.0
769520,train,MIDD,False,Dec 2016,1367.0,58.0,445.0,503.0,901.0,726.0,7412.0,284.0,1399.0,2268.0,2917.0,812.0,488.0,368.0,1652.0,444.0,326.0
769520,train,MIDD,False,Dec 2017,1423.0,70.0,410.0,479.0,913.0,1024.0,7521.0,298.0,1698.0,2336.0,3340.0,932.0,474.0,425.0,1979.0,436.0,328.0
769520,train,MIDD,False,Dec 2018,1719.0,97.0,482.0,579.0,1004.0,1889.0,5722.0,317.0,2009.0,2723.0,4550.0,1062.0,559.0,522.0,2885.0,500.0,399.0
769520,train,MIDD,False,Dec 2019,1856.0,103.0,545.0,649.0,1103.0,1870.0,6154.0,352.0,2361.0,2959.0,5002.0,1209.0,593.0,586.0,3055.0,564.0,448.0
769520,train,MIDD,False,Dec 2020,1631.0,111.0,347.0,457.0,882.0,1707.0,7173.0,207.0,2569.0,2513.0,5202.0,1270.0,700.0,540.0,3226.0,492.0,363.0
1579241,test,ALLE,False,Dec 2016,1248.0,67.0,359.0,426.0,990.0,1416.0,6098.0,229.0,377.0,2238.0,2247.0,829.0,430.0,221.0,2131.0,555.0,272.0
1579241,test,ALLE,False,Dec 2017,1335.0,67.0,501.0,568.0,1073.0,1442.0,7563.0,273.0,544.0,2408.0,2542.0,1033.0,461.0,240.0,2137.0,580.0,309.0
1579241,test,ALLE,False,Dec 2018,1558.0,86.0,529.0,615.0,1173.0,1410.0,7544.0,435.0,874.0,2732.0,2810.0,932.0,521.0,280.0,2156.0,648.0,340.0
1579241,test,ALLE,False,Dec 2019,1602.0,83.0,531.0,614.0,1252.0,1428.0,11548.0,402.0,975.0,2854.0,2967.0,1002.0,507.0,270.0,2207.0,681.0,344.0
1579241,test,ALLE,False,Dec 2020,1541.0,81.0,417.0,498.0,1179.0,1429.0,10615.0,314.0,986.0,2720.0,3069.0,1145.0,522.0,283.0,2237.0,636.0,348.0
1093557,train,DXCM,False,Dec 2016,195.0,15.0,-64.0,-49.0,378.0,328.0,5051.0,-66.0,-621.0,573.0,403.0,280.0,102.0,45.0,119.0,442.0,102.0
1093557,train,DXCM,False,Dec 2017,226.0,16.0,-36.0,-20.0,492.0,328.0,4993.0,-50.0,-672.0,719.0,904.0,745.0,139.0,45.0,485.0,535.0,134.0
1093557,train,DXCM,False,Dec 2018,368.0,29.0,-104.0,-75.0,664.0,1010.0,10782.0,-127.0,-799.0,1032.0,1916.0,1700.0,222.0,71.0,1253.0,850.0,227.0
1093557,train,DXCM,False,Dec 2019,545.0,49.0,165.0,213.0,932.0,1060.0,20037.0,101.0,-696.0,1476.0,2395.0,1969.0,360.0,120.0,1512.0,789.0,286.0
1093557,train,DXCM,False,Dec 2020,647.0,67.0,310.0,377.0,1280.0,1667.0,35530.0,494.0,-202.0,1927.0,4291.0,3425.0,614.0,235.0,2464.0,981.0,429.0
1525287,val,SRLP,False,Dec 2016,2200.0,25.0,40.0,65.0,190.0,402.0,599.0,10.0,57.0,2390.0,1012.0,654.0,451.0,319.0,887.0,150.0,222.0
1525287,val,SRLP,False,Dec 2017,2631.0,33.0,65.0,98.0,224.0,450.0,546.0,29.0,57.0,2855.0,1363.0,806.0,704.0,336.0,1231.0,160.0,317.0
1525287,val,SRLP,False,Dec 2018,3479.0,37.0,124.0,161.0,292.0,507.0,329.0,80.0,57.0,3771.0,1245.0,699.0,523.0,260.0,1108.0,169.0,270.0
1525287,val,SRLP,False,Dec 2019,3262.0,38.0,78.0,115.0,240.0,375.0,385.0,31.0,57.0,3502.0,1276.0,722.0,722.0,293.0,1182.0,163.0,282.0
1525287,val,SRLP,False,Dec 2020,2106.0,39.0,82.0,121.0,230.0,382.0,435.0,34.0,57.0,2336.0,1199.0,666.0,675.0,256.0,1141.0,150.0,193.0
79958,train,PCP,False,Mar 2011,4318.0,164.0,1506.0,1670.0,1891.0,222.0,21151.0,1014.0,5797.0,6209.0,8956.0,3651.0,942.0,1459.0,1788.0,398.0,999.0
79958,train,PCP,False,Mar 2012,4940.0,170.0,1824.0,1993.0,2262.0,208.0,25115.0,1224.0,7004.0,7202.0,10559.0,3786.0,1071.0,1815.0,2190.0,452.0,1194.0
79958,train,PCP,False,Mar 2013,5669.0,214.0,2164.0,2378.0,2692.0,3602.0,27724.0,1427.0,8413.0,8361.0,16896.0,5080.0,1712.0,2980.0,7071.0,535.0,1512.0
79958,train,PCP,False,Mar 2014,6253.0,292.0,2664.0,2956.0,3280.0,3569.0,36672.0,1777.0,10172.0,9533.0,18586.0,5507.0,1608.0,3426.0,7146.0,621.0,1573.0
79958,train,PCP,False,Mar 2015,6752.0,325.0,2608.0,2933.0,3253.0,3493.0,29103.0,1530.0,11685.0,10005.0,19428.0,5972.0,2827.0,3640.0,8443.0,641.0,1747.0
1633931,test,BLD,False,Dec 2016,1343.0,12.0,122.0,134.0,400.0,159.0,1346.0,73.0,149.0,1743.0,1690.0,527.0,326.0,116.0,718.0,279.0,253.0
1633931,test,BLD,False,Dec 2017,1445.0,16.0,136.0,153.0,461.0,229.0,2695.0,158.0,307.0,1906.0,1750.0,512.0,351.0,131.0,753.0,294.0,309.0
1633931,test,BLD,False,Dec 2018,1808.0,39.0,210.0,249.0,576.0,717.0,1556.0,135.0,442.0,2384.0,2455.0,705.0,444.0,169.0,1382.0,367.0,407.0
1633931,test,BLD,False,Dec 2019,1943.0,53.0,292.0,344.0,681.0,698.0,3452.0,191.0,633.0,2624.0,2604.0,780.0,477.0,149.0,1451.0,392.0,429.0
1633931,test,BLD,False,Dec 2020,1972.0,62.0,356.0,418.0,746.0,683.0,6078.0,247.0,877.0,2718.0,2815.0,936.0,496.0,161.0,1466.0,391.0,427.0
1103601,train,WGL,False,Sep 2013,2051.0,103.0,170.0,273.0,415.0,524.0,2211.0,82.0,700.0,2466.0,4260.0,820.0,950.0,372.0,2957.0,249.0,319.0
1103601,train,WGL,False,Sep 2014,2321.0,111.0,202.0,313.0,459.0,679.0,2134.0,107.0,717.0,2781.0,4856.0,836.0,1020.0,357.0,3582.0,262.0,299.0
1103601,train,WGL,False,Sep 2015,2125.0,122.0,267.0,389.0,535.0,944.0,2868.0,133.0,757.0,2660.0,5261.0,749.0,983.0,233.0,3990.0,274.0,358.0
1103601,train,WGL,False,Sep 2016,1770.0,133.0,319.0,451.0,580.0,1435.0,3203.0,169.0,827.0,2350.0,6049.0,843.0,1027.0,226.0,4645.0,279.0,491.0
1103601,train,WGL,False,Sep 2017,1707.0,154.0,363.0,517.0,648.0,1431.0,4322.0,194.0,916.0,2355.0,6626.0,986.0,1489.0,264.0,5088.0,307.0,553.0
1282858,train,DRA,False,Mar 2003,0.0,88.0,48.0,136.0,531.0,759.0,0.0,-6.0,-75.0,531.0,960.0,59.0,81.0,12.0,916.0,483.0,6.0
1282858,train,DRA,False,Mar 2004,0.0,88.0,48.0,136.0,531.0,759.0,0.0,-6.0,-75.0,531.0,960.0,59.0,81.0,12.0,916.0,483.0,6.0
1282858,train,DRA,False,Mar 2005,0.0,91.0,32.0,123.0,539.0,691.0,0.0,-35.0,-203.0,539.0,957.0,87.0,91.0,12.0,847.0,489.0,6.0
1282858,train,DRA,False,Mar 2006,0.0,90.0,20.0,109.0,543.0,653.0,0.0,-25.0,-245.0,543.0,922.0,88.0,80.0,11.0,784.0,492.0,6.0
1282858,train,DRA,False,Mar 2007,0.0,74.0,57.0,146.0,555.0,652.0,0.0,0.0,-281.0,555.0,884.0,68.0,81.0,15.0,783.0,497.0,7.0
90283,train,SILI,False,Dec 2000,230.0,41.0,15.0,56.0,75.0,2.0,0.0,15.0,280.0,306.0,476.0,297.0,79.0,61.0,129.0,60.0,46.0
90283,train,SILI,False,Dec 2001,230.0,41.0,15.0,56.0,75.0,2.0,0.0,15.0,280.0,306.0,476.0,297.0,79.0,61.0,129.0,60.0,46.0
90283,train,SILI,False,Dec 2002,258.0,40.0,54.0,94.0,115.0,3.0,0.0,46.0,326.0,373.0,518.0,357.0,66.0,67.0,126.0,61.0,127.0
90283,train,SILI,False,Dec 2003,278.0,37.0,49.0,86.0,114.0,3.0,0.0,39.0,366.0,392.0,601.0,448.0,103.0,63.0,171.0,65.0,78.0
90283,train,SILI,False,Dec 2004,326.0,45.0,66.0,111.0,140.0,3.0,0.0,55.0,422.0,466.0,684.0,469.0,126.0,70.0,201.0,74.0,59.0
28917,train,DDS,False,Jan 2017,4166.0,246.0,321.0,567.0,2252.0,726.0,1815.0,169.0,4154.0,6418.0,3888.0,1838.0,977.0,1406.0,2171.0,1916.0,48.0
28917,train,DDS,False,Jan 2018,4200.0,234.0,276.0,510.0,2223.0,565.0,1899.0,221.0,4365.0,6423.0,3683.0,1739.0,1049.0,1464.0,1975.0,1945.0,38.0
28917,train,DDS,False,Jan 2019,4292.0,226.0,262.0,487.0,2212.0,566.0,1760.0,170.0,4458.0,6503.0,3431.0,1771.0,934.0,1528.0,1753.0,1944.0,50.0
28917,train,DDS,False,Jan 2020,4236.0,224.0,181.0,406.0,2107.0,566.0,1469.0,111.0,4556.0,6343.0,3430.0,1848.0,931.0,1465.0,1807.0,1940.0,46.0
28917,train,DDS,False,Jan 2021,3069.0,216.0,-104.0,113.0,1364.0,566.0,1932.0,-72.0,4471.0,4433.0,3093.0,1662.0,773.0,1088.0,1652.0,1447.0,155.0
1398659,train,G,False,Dec 2016,1554.0,82.0,353.0,435.0,1016.0,698.0,4839.0,268.0,358.0,2571.0,2886.0,1227.0,731.0,0.0,1599.0,679.0,615.0
1398659,train,G,False,Dec 2017,1681.0,95.0,361.0,455.0,1055.0,1007.0,6120.0,261.0,356.0,2737.0,3450.0,1434.0,839.0,0.0,2026.0,692.0,693.0
1398659,train,G,False,Dec 2018,1922.0,104.0,411.0,514.0,1079.0,976.0,5110.0,281.0,438.0,3001.0,3529.0,1355.0,976.0,0.0,2125.0,696.0,797.0
1398659,train,G,False,Dec 2019,2295.0,129.0,450.0,579.0,1226.0,1340.0,8017.0,305.0,649.0,3521.0,4454.0,1552.0,910.0,0.0,2765.0,789.0,933.0
1398659,train,G,False,Dec 2020,2418.0,160.0,457.0,617.0,1291.0,1307.0,7819.0,308.0,742.0,3709.0,4874.0,1749.0,1203.0,0.0,3039.0,828.0,890.0
1065837,train,SKX,False,Dec 2016,1929.0,66.0,366.0,432.0,1635.0,67.0,3808.0,243.0,1211.0,3563.0,2394.0,1828.0,622.0,701.0,708.0,1264.0,346.0
1065837,train,SKX,False,Dec 2017,2225.0,97.0,391.0,487.0,1939.0,71.0,5915.0,179.0,1390.0,4164.0,2735.0,2105.0,597.0,873.0,787.0,1556.0,433.0
1065837,train,SKX,False,Dec 2018,2418.0,110.0,438.0,547.0,2224.0,88.0,3514.0,301.0,1691.0,4642.0,3228.0,2472.0,850.0,863.0,1039.0,1786.0,558.0
1065837,train,SKX,False,Dec 2019,2729.0,112.0,518.0,630.0,2491.0,49.0,6629.0,347.0,2038.0,5220.0,4893.0,2820.0,1238.0,1070.0,2357.0,1973.0,699.0
1065837,train,SKX,False,Dec 2020,2408.0,143.0,134.0,276.0,2206.0,679.0,5558.0,99.0,2136.0,4613.0,5812.0,3344.0,1213.0,1017.0,3087.0,2072.0,689.0
1656936,test,MGP,False,Dec 2016,68.1,220.7,153.8,374.5,399.5,3621.9,1455.3,29.9,-29.8,467.5,9506.7,380.9,130.9,0.0,3898.5,230.6,9.5
1656936,test,MGP,False,Dec 2017,88.3,260.5,355.1,615.5,677.4,3934.6,2066.6,41.8,-94.9,765.7,10351.1,284.6,145.5,0.0,4283.4,272.6,6.4
1656936,test,MGP,False,Dec 2018,119.5,266.6,435.4,702.1,750.0,4666.9,1872.8,67.1,-150.9,869.5,10951.3,402.2,195.1,0.0,5105.8,282.7,7.7
1656936,test,MGP,False,Dec 2019,23.7,294.7,516.9,811.6,857.4,4307.4,3524.6,90.3,-244.4,881.1,11910.3,233.6,228.4,0.0,5012.3,311.2,7.7
1656936,test,MGP,False,Dec 2020,23.7,236.9,398.9,635.7,768.9,4169.0,4114.7,76.1,-422.9,792.6,10600.3,651.9,309.4,0.0,5009.6,252.9,7.7
874015,train,IONS,False,Dec 2016,1.8,9.0,-18.7,-9.6,372.8,500.5,5817.9,-60.4,-1181.4,372.8,912.5,797.9,133.8,7.5,812.9,392.9,108.0
874015,train,IONS,False,Dec 2017,1.8,8.3,28.0,36.3,514.2,592.9,6286.3,0.3,-1241.0,514.2,1322.8,1168.7,243.6,10.0,957.5,483.1,63.0
874015,train,IONS,False,Dec 2018,1.8,12.5,-31.4,-18.8,597.9,628.1,7456.4,273.7,-967.3,599.7,2667.8,2207.9,280.3,8.6,1480.6,659.2,12.8
874015,train,IONS,False,Dec 2019,4.4,16.0,351.2,367.2,1118.2,770.0,8477.9,278.1,-707.5,1122.6,3233.1,2720.6,273.0,18.2,1548.6,752.3,63.0
874015,train,IONS,False,Dec 2020,11.9,17.2,-128.4,-111.2,717.3,600.1,7936.3,-444.3,-1131.3,729.3,2389.8,2130.7,598.9,22.0,1646.5,867.3,76.2
10795,train,BDX,False,Sep 2017,6128.0,1088.0,1497.0,2585.0,5965.0,18667.0,43546.0,1100.0,13111.0,12093.0,37734.0,18633.0,3342.0,1818.0,24786.0,4089.0,1744.0
10795,train,BDX,False,Sep 2018,8714.0,1978.0,1879.0,3857.0,7269.0,18894.0,68252.0,311.0,12596.0,15983.0,53904.0,7411.0,7216.0,2451.0,32910.0,5020.0,2319.0
10795,train,BDX,False,Sep 2019,9002.0,2253.0,1815.0,4068.0,8288.0,18081.0,66693.0,1233.0,12913.0,17290.0,51765.0,6664.0,5655.0,2579.0,30683.0,6048.0,2345.0
10795,train,BDX,False,Sep 2020,9276.0,2115.0,942.0,3057.0,6798.0,17224.0,65790.0,874.0,12791.0,16074.0,54012.0,8969.0,5836.0,2743.0,30247.0,5587.0,2398.0
10795,train,BDX,False,Sep 2021,10500.0,2230.0,2161.0,4391.0,8631.0,17110.0,68177.0,2092.0,13826.0,19131.0,53880.0,8838.0,6626.0,2743.0,30203.0,6201.0,2350.0
1069353,train,CNXT,False,Sep 2007,234.0,35.0,-100.0,-65.0,269.0,374.0,0.0,-300.0,-4879.0,503.0,446.0,257.0,152.0,36.0,583.0,365.0,49.0
1069353,train,CNXT,False,Sep 2008,234.0,35.0,-100.0,-65.0,269.0,374.0,0.0,-300.0,-4879.0,503.0,446.0,257.0,152.0,36.0,583.0,365.0,49.0
1069353,train,CNXT,False,Sep 2009,87.0,16.0,-2.0,14.0,122.0,250.0,0.0,-5.0,-4884.0,208.0,351.0,199.0,157.0,9.0,469.0,129.0,30.0
1069353,train,CNXT,False,Sep 2010,94.0,5.0,53.0,58.0,147.0,174.0,0.0,20.0,-4910.0,241.0,306.0,142.0,63.0,9.0,294.0,106.0,31.0
1069353,train,CNXT,False,Sep 2011,98.0,13.0,-132.0,-119.0,68.0,193.0,0.0,-149.0,-107.0,166.0,397.0,77.0,50.0,13.0,300.0,182.0,19.0
1089613,train,EPNY,False,Dec 2000,55.0,2504.0,-2624.0,-120.0,70.0,0.0,0.0,-2609.0,-3414.0,126.0,466.0,342.0,51.0,0.0,74.0,2695.0,14.0
1089613,train,EPNY,False,Dec 2001,55.0,2504.0,-2624.0,-120.0,70.0,0.0,0.0,-2609.0,-3414.0,126.0,466.0,342.0,51.0,0.0,74.0,2695.0,14.0
1089613,train,EPNY,False,Dec 2002,43.0,11.0,-78.0,-67.0,41.0,0.0,0.0,-72.0,-3485.0,84.0,403.0,178.0,49.0,0.0,74.0,119.0,7.0
1089613,train,EPNY,False,Dec 2003,35.0,12.0,-29.0,-17.0,61.0,0.0,0.0,-24.0,-3510.0,96.0,377.0,175.0,44.0,0.0,65.0,90.0,11.0
1089613,train,EPNY,False,Dec 2004,24.0,5.0,-18.0,-14.0,55.0,0.0,0.0,-14.0,-3524.0,79.0,354.0,166.0,34.0,0.0,50.0,73.0,12.0
1374535,train,AIMC,False,Dec 2016,487.0,30.0,46.0,75.0,222.0,326.0,1004.0,25.0,191.0,709.0,870.0,344.0,172.0,140.0,586.0,158.0,121.0
1374535,train,AIMC,False,Dec 2017,601.0,36.0,79.0,115.0,276.0,276.0,1465.0,51.0,223.0,877.0,921.0,358.0,142.0,146.0,524.0,189.0,142.0
1374535,train,AIMC,False,Dec 2018,799.0,60.0,80.0,140.0,376.0,1691.0,1614.0,35.0,233.0,1175.0,4337.0,704.0,337.0,231.0,2489.0,285.0,270.0
1374535,train,AIMC,False,Dec 2019,1178.0,128.0,222.0,350.0,656.0,1564.0,2326.0,127.0,315.0,1834.0,4284.0,667.0,340.0,223.0,2361.0,418.0,248.0
1374535,train,AIMC,False,Dec 2020,1104.0,128.0,76.0,204.0,622.0,1408.0,3585.0,-25.0,270.0,1726.0,4208.0,748.0,361.0,210.0,2211.0,390.0,248.0
1106942,train,BBBB,False,Dec 2006,64.0,35.0,26.0,61.0,175.0,162.0,0.0,13.0,-79.0,239.0,505.0,280.0,155.0,2.0,321.0,155.0,53.0
1106942,train,BBBB,False,Dec 2007,64.0,35.0,26.0,61.0,175.0,162.0,0.0,13.0,-79.0,239.0,505.0,280.0,155.0,2.0,321.0,155.0,53.0
1106942,train,BBBB,False,Dec 2008,95.0,54.0,6.0,60.0,217.0,163.0,0.0,3.0,-76.0,312.0,658.0,253.0,210.0,2.0,390.0,217.0,93.0
1106942,train,BBBB,False,Dec 2009,111.0,54.0,21.0,74.0,266.0,156.0,0.0,8.0,-76.0,377.0,725.0,263.0,218.0,2.0,393.0,247.0,69.0
1106942,train,BBBB,False,Dec 2010,133.0,58.0,35.0,94.0,314.0,156.0,0.0,17.0,-59.0,447.0,847.0,186.0,417.0,0.0,439.0,280.0,90.0
1091973,train,TPC,False,Dec 2002,349.0,153.0,-1.0,152.0,461.0,1444.0,0.0,-154.0,-876.0,810.0,1519.0,230.0,178.0,24.0,1840.0,420.0,82.0
1091973,train,TPC,False,Dec 2003,349.0,153.0,-1.0,152.0,461.0,1444.0,0.0,-154.0,-876.0,810.0,1519.0,230.0,178.0,24.0,1840.0,420.0,82.0
1091973,train,TPC,False,Dec 2004,367.0,174.0,828.0,1003.0,451.0,1688.0,0.0,683.0,-194.0,818.0,2447.0,644.0,195.0,18.0,2043.0,437.0,98.0
1091973,train,TPC,False,Dec 2005,437.0,341.0,-352.0,-11.0,389.0,1689.0,0.0,-497.0,-690.0,826.0,2000.0,501.0,213.0,24.0,2083.0,756.0,101.0
1091973,train,TPC,False,Dec 2006,417.0,271.0,-168.0,102.0,436.0,1690.0,0.0,-337.0,-1028.0,853.0,1655.0,375.0,188.0,27.0,2072.0,618.0,111.0
1037760,train,CPHD,False,Dec 2011,122.8,16.8,3.2,20.0,154.7,1.7,2207.7,2.6,-205.6,277.6,286.7,217.9,69.7,62.2,74.8,150.9,35.4
1037760,train,CPHD,False,Dec 2012,153.4,18.4,-21.2,-2.8,177.8,1.7,2255.2,-20.0,-225.6,331.2,331.5,219.3,72.3,70.1,84.0,199.2,44.0
1037760,train,CPHD,False,Dec 2013,207.9,23.2,-16.7,6.5,193.4,278.2,3199.5,-18.0,-243.6,401.3,394.6,244.0,95.5,103.9,109.4,209.4,52.2
1037760,train,CPHD,False,Dec 2014,229.3,26.3,-35.0,-8.6,240.8,278.2,3838.8,-50.1,-293.7,470.1,793.6,519.1,137.8,132.6,439.4,274.9,68.8
1037760,train,CPHD,False,Dec 2015,269.9,33.5,-32.6,0.9,268.7,281.6,2645.3,-48.5,-342.2,538.6,815.4,556.5,142.5,148.7,445.4,299.6,66.5
1413329,train,PM,False,Dec 2016,9391.0,743.0,10993.0,11736.0,17294.0,25851.0,141936.0,6967.0,30397.0,26685.0,36851.0,17608.0,16467.0,9017.0,47751.0,6479.0,3499.0
1413329,train,PM,False,Dec 2017,10432.0,875.0,11685.0,12560.0,18316.0,31334.0,164097.0,6035.0,29859.0,28748.0,42968.0,21594.0,15962.0,8806.0,53198.0,6813.0,3738.0
1413329,train,PM,False,Dec 2018,10758.0,989.0,11526.0,12515.0,18867.0,26975.0,103784.0,7911.0,31014.0,29625.0,39801.0,19442.0,17191.0,8804.0,50540.0,7531.0,3564.0
1413329,train,PM,False,Dec 2019,10513.0,964.0,10668.0,11632.0,19292.0,26656.0,132391.0,7185.0,30987.0,29805.0,42875.0,20514.0,18833.0,9235.0,52474.0,8850.0,3717.0
1413329,train,PM,False,Dec 2020,9569.0,981.0,11681.0,12662.0,19125.0,28168.0,128935.0,8056.0,31638.0,28694.0,44815.0,21492.0,19615.0,9591.0,55446.0,7554.0,3761.0
83604,train,RLM,False,Dec 1995,5856.0,365.0,313.0,678.0,1160.0,1793.0,0.0,89.0,1220.0,7016.0,7516.0,1873.0,1333.0,787.0,4882.0,847.0,961.0
83604,train,RLM,False,Dec 1996,5856.0,365.0,313.0,678.0,1160.0,1793.0,0.0,89.0,1220.0,7016.0,7516.0,1873.0,1333.0,787.0,4882.0,847.0,961.0
83604,train,RLM,False,Dec 1997,5658.0,368.0,393.0,761.0,1242.0,1501.0,0.0,136.0,1253.0,6900.0,7226.0,1994.0,1283.0,744.0,4487.0,849.0,1015.0
83604,train,RLM,False,Dec 1998,4774.0,252.0,311.0,563.0,1085.0,1035.0,0.0,66.0,1222.0,5859.0,6134.0,1602.0,1241.0,500.0,3940.0,774.0,894.0
83604,train,RLM,False,Dec 1999,3928.0,242.0,246.0,488.0,868.0,1067.0,0.0,124.0,1257.0,4796.0,5950.0,1289.0,1152.0,519.0,3804.0,622.0,654.0
1459417,val,TWOU,False,Dec 2016,41.0,9.8,-20.6,-10.9,164.9,3.5,1421.6,-20.7,-176.3,205.9,244.3,184.7,41.1,0.0,49.1,185.9,7.9
1459417,val,TWOU,False,Dec 2017,57.4,19.6,-30.6,-11.0,229.4,3.5,3387.2,-29.4,-205.8,286.8,482.1,248.1,58.0,0.0,94.2,259.5,14.2
1459417,val,TWOU,False,Dec 2018,90.5,32.8,-43.1,-10.3,321.3,3.5,2882.2,-38.3,-244.2,411.8,807.4,521.7,68.5,0.0,102.3,367.8,32.6
1459417,val,TWOU,False,Dec 2019,162.2,69.8,-241.7,-171.8,412.5,243.1,1525.0,-235.2,-479.4,574.7,1186.8,260.9,156.0,0.0,475.6,588.9,33.7
1459417,val,TWOU,False,Dec 2020,233.8,96.5,-190.7,-94.2,540.7,269.7,2898.8,-216.5,-695.9,774.5,1544.3,604.9,237.4,0.0,603.3,719.6,47.4
1266719,train,HRBN,False,Dec 2006,33.0,6.0,24.0,30.0,32.0,33.0,0.0,17.0,41.0,65.0,133.0,73.0,4.0,3.0,48.0,9.0,24.0
1266719,train,HRBN,False,Dec 2007,33.0,6.0,24.0,30.0,32.0,33.0,0.0,17.0,41.0,65.0,133.0,73.0,4.0,3.0,48.0,9.0,24.0
