cik,subset,ticker,label,Fiscal Period,Cost of Goods Sold,"Depreciation, Depletion and Amortization",EBIT,EBITDA,Gross Profit,Long-Term Debt,Market Cap,Net Income,Retained Earnings,Revenue,Total Assets,Total Current Assets,Total Current Liabilities,Total Inventories,Total Liabilities,Total Operating Expense,Total Receivables
751364,train,NNNPRDCL.PFD,False,Dec 2020,28.0,197.0,358.0,555.0,632.0,3221.0,0.0,229.0,-645.0,661.0,7638.0,333.0,19.0,72.0,3319.0,235.0,58.0
854271,train,MHR,False,Dec 2000,20.0,44.0,42.0,86.0,132.0,284.0,0.0,14.0,-37.0,153.0,454.0,25.0,49.0,0.0,336.0,84.0,15.0
854271,train,MHR,False,Dec 2001,20.0,44.0,42.0,86.0,132.0,284.0,0.0,14.0,-37.0,153.0,454.0,25.0,49.0,0.0,336.0,84.0,15.0
854271,train,MHR,False,Dec 2002,52.0,89.0,63.0,151.0,214.0,569.0,0.0,16.0,-21.0,266.0,1170.0,98.0,129.0,0.0,820.0,145.0,66.0
854271,train,MHR,False,Dec 2003,56.0,102.0,88.0,190.0,269.0,596.0,0.0,26.0,5.0,325.0,1266.0,100.0,106.0,0.0,876.0,176.0,49.0
854271,train,MHR,False,Dec 2004,61.0,127.0,197.0,325.0,433.0,643.0,0.0,104.0,109.0,494.0,1703.0,140.0,145.0,0.0,1023.0,227.0,88.0
882796,train,BCRX,False,Dec 2016,2.7,0.5,-48.7,-48.2,23.7,22.8,467.0,-55.1,-566.1,26.4,89.8,67.0,54.4,0.5,88.3,72.3,8.8
882796,train,BCRX,False,Dec 2017,1.7,0.7,-57.2,-56.5,23.5,16.8,483.2,-65.8,-631.8,25.2,178.3,125.4,74.8,1.6,94.5,80.9,6.1
882796,train,BCRX,False,Dec 2018,0.5,0.8,-92.1,-91.3,20.2,25.4,888.2,-101.3,-732.0,20.7,146.8,114.4,69.5,1.6,97.6,114.4,4.3
882796,train,BCRX,False,Dec 2019,4.1,0.7,-97.0,-96.3,44.7,41.3,531.6,-108.9,-840.6,48.8,175.3,164.3,92.3,7.0,137.0,144.2,22.1
882796,train,BCRX,False,Dec 2020,1.7,0.7,-168.3,-167.6,16.1,244.5,1317.8,-182.8,-1023.4,17.8,334.7,323.8,105.7,7.0,354.0,190.9,8.6
906551,train,QRSI,False,Dec 1996,89.0,36.0,-53.0,-17.0,54.0,0.0,0.0,-42.0,-24.0,143.0,248.0,61.0,25.0,0.0,37.0,108.0,31.0
906551,train,QRSI,False,Dec 1997,89.0,36.0,-53.0,-17.0,54.0,0.0,0.0,-42.0,-24.0,143.0,248.0,61.0,25.0,0.0,37.0,108.0,31.0
906551,train,QRSI,False,Dec 1998,89.0,36.0,-53.0,-17.0,54.0,0.0,0.0,-42.0,-24.0,143.0,248.0,61.0,25.0,0.0,37.0,108.0,31.0
906551,train,QRSI,False,Dec 1999,89.0,36.0,-53.0,-17.0,54.0,0.0,0.0,-42.0,-24.0,143.0,248.0,61.0,25.0,0.0,37.0,108.0,31.0
906551,train,QRSI,False,Dec 2000,89.0,36.0,-53.0,-17.0,54.0,0.0,0.0,-42.0,-24.0,143.0,248.0,61.0,25.0,0.0,37.0,108.0,31.0
829608,train,PSYS,False,Dec 2005,1090.0,22.0,140.0,162.0,1026.0,741.0,0.0,61.0,104.0,1026.0,1581.0,243.0,140.0,0.0,953.0,887.0,180.0
829608,train,PSYS,False,Dec 2006,1090.0,22.0,140.0,162.0,1026.0,741.0,0.0,61.0,104.0,1026.0,1581.0,243.0,140.0,0.0,953.0,887.0,180.0
829608,train,PSYS,False,Dec 2007,1090.0,33.0,201.0,234.0,1482.0,1166.0,0.0,76.0,180.0,1482.0,2180.0,340.0,182.0,0.0,1416.0,1273.0,234.0
829608,train,PSYS,False,Dec 2008,1090.0,40.0,253.0,293.0,676.0,1280.0,0.0,105.0,285.0,1766.0,2505.0,401.0,232.0,0.0,1605.0,502.0,248.0
829608,train,PSYS,False,Dec 2009,1285.0,50.0,267.0,317.0,521.0,1182.0,0.0,118.0,402.0,1805.0,2507.0,361.0,184.0,0.0,1477.0,326.0,249.0
1660280,test,TENB,False,Dec 2016,14.2,3.1,-35.8,-32.8,110.2,364.7,2066.5,-37.2,-313.1,124.4,105.5,87.7,106.2,0.0,407.4,146.0,36.1
1660280,test,TENB,False,Dec 2017,25.6,4.7,-40.8,-36.1,162.1,364.7,2066.5,-41.0,-392.6,187.7,164.3,111.3,180.3,0.0,536.0,202.9,50.9
1660280,test,TENB,False,Dec 2018,43.2,6.2,-72.6,-66.4,224.2,364.7,2066.5,-73.5,-466.1,267.4,460.6,396.8,254.3,0.0,338.8,296.8,68.3
1660280,test,TENB,False,Dec 2019,60.8,6.9,-90.8,-83.9,293.8,364.7,2362.1,-99.0,-565.1,354.6,558.6,363.0,327.6,0.0,459.7,384.6,94.8
1660280,test,TENB,False,Dec 2020,77.6,10.6,-36.6,-25.9,362.7,364.7,5420.1,-42.7,-607.9,440.2,690.6,483.8,374.9,0.0,539.9,399.1,115.3
749251,train,IT,False,Dec 2016,946.0,62.0,316.0,378.0,1499.0,664.0,8354.0,194.0,1644.0,2445.0,2367.0,1343.0,1460.0,0.0,2306.0,1151.0,643.0
749251,train,IT,False,Dec 2017,1320.0,240.0,0.0,240.0,1991.0,2899.0,11185.0,3.0,1647.0,3311.0,7283.0,2589.0,2823.0,0.0,6300.0,1839.0,1177.0
749251,train,IT,False,Dec 2018,1469.0,256.0,308.0,563.0,2507.0,2116.0,11468.0,122.0,1755.0,3975.0,6201.0,1812.0,2621.0,0.0,5351.0,2140.0,1255.0
749251,train,IT,False,Dec 2019,1551.0,212.0,379.0,590.0,2695.0,2044.0,13739.0,233.0,1989.0,4245.0,7151.0,2019.0,2857.0,0.0,6213.0,2315.0,1326.0
749251,train,IT,False,Dec 2020,1345.0,219.0,442.0,661.0,2754.0,1958.0,14232.0,267.0,2255.0,4099.0,7316.0,2323.0,2947.0,0.0,6226.0,2258.0,1242.0
1096752,train,EPC,False,Sep 2017,1173.0,94.0,16.0,111.0,1126.0,1525.0,4062.0,6.0,953.0,2298.0,4189.0,1186.0,524.0,334.0,2447.0,778.0,291.0
1096752,train,EPC,False,Sep 2018,1202.0,98.0,232.0,329.0,1033.0,1104.0,2498.0,103.0,1083.0,2234.0,3953.0,951.0,717.0,330.0,2209.0,750.0,282.0
1096752,train,EPC,False,Sep 2019,1174.0,94.0,-328.0,-234.0,967.0,1098.0,1761.0,-372.0,715.0,2141.0,3421.0,1044.0,660.0,357.0,2117.0,676.0,278.0
1096752,train,EPC,False,Sep 2020,1069.0,89.0,149.0,237.0,881.0,1238.0,1515.0,68.0,782.0,1950.0,3541.0,984.0,511.0,314.0,2108.0,680.0,230.0
1096752,train,EPC,False,Sep 2021,1136.0,87.0,215.0,302.0,951.0,1234.0,1974.0,118.0,866.0,2087.0,3675.0,1136.0,537.0,346.0,2090.0,691.0,231.0
1747009,test,ETRN,False,Dec 2016,63.0,63.0,502.0,565.0,670.0,986.0,5091.0,65.0,34.0,732.0,4392.0,1078.0,204.0,20.0,1199.0,145.0,102.0
1747009,test,ETRN,False,Dec 2017,102.0,102.0,570.0,672.0,793.0,1453.0,5091.0,-27.0,34.0,896.0,8329.0,355.0,606.0,20.0,2090.0,165.0,219.0
1747009,test,ETRN,False,Dec 2018,217.0,217.0,710.0,927.0,1278.0,4660.0,5091.0,218.0,34.0,1495.0,10524.0,569.0,549.0,20.0,5264.0,287.0,255.0
1747009,test,ETRN,False,Dec 2019,281.0,281.0,242.0,523.0,1350.0,6324.0,3403.0,-204.0,-618.0,1630.0,12042.0,375.0,336.0,20.0,6760.0,278.0,255.0
1747009,test,ETRN,False,Dec 2020,323.0,323.0,1051.0,1374.0,1188.0,6928.0,3477.0,423.0,-729.0,1511.0,12726.0,562.0,595.0,20.0,8363.0,284.0,290.0
910606,train,REG,False,Dec 2016,161.0,158.0,203.0,365.0,453.0,1627.0,7181.0,165.0,-994.0,614.0,4489.0,130.0,154.0,0.0,1864.0,242.0,112.0
910606,train,REG,False,Dec 2017,254.0,311.0,240.0,574.0,731.0,3535.0,11830.0,176.0,-1158.0,984.0,11146.0,220.0,294.0,0.0,4413.0,491.0,171.0
910606,train,REG,False,Dec 2018,306.0,326.0,380.0,740.0,815.0,3570.0,9830.0,249.0,-1255.0,1121.0,10945.0,278.0,370.0,0.0,4494.0,435.0,172.0
910606,train,REG,False,Dec 2019,306.0,330.0,370.0,744.0,827.0,3700.0,10544.0,239.0,-1408.0,1133.0,11132.0,330.0,434.0,0.0,4842.0,457.0,169.0
910606,train,REG,False,Dec 2020,313.0,305.0,201.0,547.0,703.0,3923.0,7715.0,45.0,-1766.0,1016.0,10937.0,556.0,302.0,0.0,4879.0,434.0,144.0
914373,train,JAMS,False,Dec 2001,2.0,20.0,15.0,35.0,42.0,223.0,0.0,1.0,-1.0,42.0,327.0,5.0,5.0,1.0,228.0,27.0,1.0
914373,train,JAMS,False,Dec 2002,2.0,20.0,15.0,35.0,42.0,223.0,0.0,1.0,-1.0,42.0,327.0,5.0,5.0,1.0,228.0,27.0,1.0
914373,train,JAMS,False,Dec 2003,2.0,17.0,12.0,29.0,39.0,214.0,0.0,-1.0,-5.0,41.0,309.0,7.0,5.0,1.0,219.0,27.0,3.0
914373,train,JAMS,False,Dec 2004,45.0,13.0,4.0,17.0,39.0,148.0,0.0,-14.0,-35.0,83.0,286.0,6.0,59.0,1.0,207.0,26.0,2.0
914373,train,JAMS,False,Dec 2005,48.0,15.0,13.0,28.0,44.0,159.0,0.0,1.0,-34.0,91.0,287.0,6.0,20.0,1.0,206.0,30.0,2.0
1144215,train,AYI,False,Aug 2017,2024.0,75.0,527.0,601.0,1481.0,357.0,7403.0,322.0,1660.0,3505.0,2900.0,1246.0,601.0,329.0,1234.0,942.0,573.0
1144215,train,AYI,False,Aug 2018,2195.0,80.0,461.0,542.0,1485.0,356.0,6112.0,350.0,1999.0,3680.0,2989.0,1211.0,683.0,412.0,1272.0,1019.0,638.0
1144215,train,AYI,False,Aug 2019,2193.0,88.0,461.0,550.0,1480.0,348.0,4948.0,330.0,2296.0,3673.0,3172.0,1442.0,596.0,341.0,1254.0,1015.0,561.0
1144215,train,AYI,False,Aug 2020,1924.0,101.0,351.0,452.0,1402.0,377.0,4248.0,248.0,2523.0,3326.0,3492.0,1440.0,618.0,320.0,1364.0,1029.0,500.0
1144215,train,AYI,False,Aug 2021,1986.0,100.0,420.0,521.0,1475.0,494.0,6494.0,306.0,2810.0,3461.0,3575.0,1544.0,692.0,399.0,1531.0,1044.0,572.0
703360,train,LSI,False,Dec 2009,1461.0,267.0,51.0,318.0,1109.0,0.0,3685.0,40.0,-4369.0,2570.0,2425.0,1264.0,485.0,187.0,1107.0,1072.0,327.0
703360,train,LSI,False,Dec 2010,1461.0,267.0,51.0,318.0,1109.0,0.0,3685.0,40.0,-4369.0,2570.0,2425.0,1264.0,485.0,187.0,1107.0,1072.0,327.0
703360,train,LSI,False,Dec 2011,1081.0,189.0,94.0,283.0,962.0,0.0,3343.0,331.0,-4037.0,2044.0,2232.0,1423.0,461.0,180.0,1173.0,895.0,247.0
703360,train,LSI,False,Dec 2012,1274.0,180.0,175.0,356.0,1232.0,0.0,3895.0,196.0,-3841.0,2506.0,2356.0,1227.0,517.0,206.0,1197.0,1094.0,264.0
703360,train,LSI,False,Dec 2013,1158.0,181.0,124.0,305.0,1212.0,0.0,6062.0,125.0,-3749.0,2370.0,2362.0,1309.0,483.0,156.0,926.0,1088.0,271.0
1338042,train,AEGR,False,Dec 2011,5.0,0.0,-38.4,-38.3,43.5,8.1,354.9,-39.5,-130.5,48.5,75.6,74.1,9.4,1.6,18.4,39.3,7.6
1338042,train,AEGR,False,Dec 2012,5.0,0.2,-61.3,-61.1,43.5,7.6,646.9,-62.3,-192.7,48.5,85.1,83.7,16.9,1.6,24.7,60.6,7.6
1338042,train,AEGR,False,Dec 2013,5.0,0.5,-62.3,-61.8,43.5,4.0,2085.1,-63.4,-256.1,48.5,142.3,140.5,24.8,1.6,29.3,105.9,7.6
1338042,train,AEGR,False,Dec 2014,14.4,1.2,-28.5,-27.3,144.0,215.4,596.1,-39.4,-295.5,158.4,417.5,407.4,39.8,9.5,257.2,170.7,17.1
1338042,train,AEGR,False,Dec 2015,52.3,22.0,-45.2,-23.2,187.6,229.8,297.6,-73.3,-368.8,239.9,434.2,175.9,86.9,58.7,318.7,232.7,13.6
18647,train,CHGEL.PFD,False,Dec 2008,563.0,37.0,76.0,113.0,148.0,414.0,0.0,33.0,151.0,710.0,1486.0,201.0,162.0,21.0,1056.0,71.0,86.0
18647,train,CHGEL.PFD,False,Dec 2009,563.0,37.0,76.0,113.0,148.0,414.0,0.0,33.0,151.0,710.0,1486.0,201.0,162.0,21.0,1056.0,71.0,86.0
18647,train,CHGEL.PFD,False,Dec 2010,546.0,38.0,95.0,134.0,174.0,454.0,0.0,46.0,165.0,720.0,1539.0,237.0,133.0,20.0,1095.0,78.0,94.0
18647,train,CHGEL.PFD,False,Dec 2011,283.0,35.0,96.0,131.0,418.0,418.0,0.0,45.0,166.0,701.0,1602.0,174.0,160.0,21.0,1157.0,322.0,82.0
18647,train,CHGEL.PFD,False,Dec 2012,225.0,38.0,99.0,137.0,420.0,460.0,0.0,47.0,190.0,645.0,1660.0,183.0,147.0,19.0,1191.0,321.0,83.0
1001082,train,DISH,False,Dec 2016,11215.0,921.0,2470.0,3391.0,3998.0,15542.0,26918.0,1498.0,1537.0,15212.0,27914.0,8280.0,4593.0,422.0,22983.0,1657.0,778.0
1001082,train,DISH,False,Dec 2017,10877.0,818.0,1713.0,2531.0,3514.0,15134.0,22246.0,2099.0,3635.0,14391.0,29774.0,3285.0,4828.0,321.0,22452.0,1505.0,654.0
1001082,train,DISH,False,Dec 2018,9324.0,712.0,2204.0,2916.0,4297.0,13811.0,11668.0,1575.0,5213.0,13621.0,30587.0,3289.0,4776.0,291.0,21533.0,2149.0,640.0
1001082,train,DISH,False,Dec 2019,8570.0,631.0,1968.0,2598.0,4238.0,12968.0,18552.0,1400.0,6612.0,12808.0,33231.0,4015.0,4496.0,323.0,21115.0,2359.0,588.0
1001082,train,DISH,False,Dec 2020,10034.0,715.0,2585.0,3300.0,5460.0,13616.0,17016.0,1763.0,8375.0,15493.0,38240.0,7022.0,6085.0,380.0,24109.0,2521.0,1104.0
80035,train,PLPC,False,Dec 2016,227.2,12.0,21.8,33.8,109.4,42.9,297.4,15.3,303.4,336.6,340.9,189.1,55.5,74.5,117.4,87.9,63.4
80035,train,PLPC,False,Dec 2017,259.6,12.8,26.9,39.7,118.6,34.6,358.0,12.7,311.8,378.2,359.8,207.1,62.8,77.9,121.2,91.5,74.0
80035,train,PLPC,False,Dec 2018,288.6,12.4,33.9,46.3,132.2,25.0,272.4,26.6,334.2,420.9,358.8,214.3,69.5,85.3,109.4,96.9,73.1
80035,train,PLPC,False,Dec 2019,304.3,13.7,33.7,47.4,140.6,53.7,301.3,23.3,353.3,444.9,433.6,232.0,81.1,95.7,165.0,108.0,83.5
80035,train,PLPC,False,Dec 2020,312.4,13.8,43.0,56.8,154.0,33.3,335.5,29.8,379.0,466.4,461.1,256.3,103.8,97.5,169.0,113.8,92.7
1040660,train,AFCO,False,Jun 2001,112.0,3.0,-5.0,-1.0,32.0,0.0,0.0,-1.0,2.0,144.0,216.0,131.0,50.0,10.0,61.0,37.0,9.0
1040660,train,AFCO,False,Jun 2002,112.0,3.0,-5.0,-1.0,32.0,0.0,0.0,-1.0,2.0,144.0,216.0,131.0,50.0,10.0,61.0,37.0,9.0
1040660,train,AFCO,False,Jun 2003,118.0,4.0,-4.0,0.0,37.0,0.0,0.0,2.0,4.0,154.0,255.0,153.0,64.0,7.0,78.0,40.0,12.0
1040660,train,AFCO,False,Jun 2004,168.0,6.0,9.0,16.0,61.0,0.0,0.0,12.0,17.0,228.0,379.0,254.0,65.0,8.0,80.0,51.0,18.0
1040660,train,AFCO,False,Jun 2005,128.0,8.0,-4.0,4.0,54.0,0.0,0.0,-3.0,14.0,182.0,372.0,248.0,48.0,17.0,72.0,58.0,16.0
1139650,train,ATRS,False,Dec 2002,13.0,3.0,16.0,19.0,87.0,0.0,0.0,14.0,-9.0,99.0,211.0,167.0,37.0,0.0,44.0,74.0,23.0
1139650,train,ATRS,False,Dec 2003,13.0,3.0,16.0,19.0,87.0,0.0,0.0,14.0,-9.0,99.0,211.0,167.0,37.0,0.0,44.0,74.0,23.0
1139650,train,ATRS,False,Dec 2004,27.0,11.0,28.0,38.0,140.0,0.0,0.0,17.0,7.0,167.0,278.0,229.0,68.0,0.0,76.0,115.0,40.0
1139650,train,ATRS,False,Dec 2005,37.0,16.0,9.0,25.0,151.0,0.0,0.0,3.0,10.0,188.0,317.0,202.0,81.0,0.0,93.0,154.0,46.0
1139650,train,ATRS,False,Dec 2006,46.0,15.0,26.0,41.0,184.0,0.0,0.0,16.0,26.0,229.0,360.0,257.0,86.0,0.0,97.0,166.0,56.0
1341141,train,CTT,False,Dec 2016,42.41,29.04,-4.36,24.67,39.44,320.75,436.85,-11.07,-226.79,81.86,709.82,17.8,4.39,0.0,328.75,43.85,3.88
1341141,train,CTT,False,Dec 2017,48.29,29.21,-2.32,26.89,43.01,330.09,570.17,-13.51,-261.65,91.3,740.16,17.82,4.72,0.0,337.78,46.58,4.58
1341141,train,CTT,False,Dec 2018,51.26,26.12,-105.75,-79.63,46.59,472.24,348.8,-122.01,-409.26,97.86,804.77,20.34,4.94,0.0,483.12,45.3,7.36
1341141,train,CTT,False,Dec 2019,52.89,28.24,-75.83,-47.59,53.82,452.99,562.12,-93.32,-528.85,106.71,663.87,24.94,3.58,0.0,470.66,48.35,8.0
1341141,train,CTT,False,Dec 2020,49.28,29.28,-1.76,27.52,55.01,437.49,456.44,-17.51,-572.49,104.29,607.33,26.14,4.81,0.0,477.42,53.36,8.33
1084421,train,ICCI,False,Dec 2002,328.0,265.0,189.0,454.0,574.0,2786.0,0.0,-14.0,-246.0,903.0,3810.0,120.0,226.0,0.0,2793.0,419.0,39.0
1084421,train,ICCI,False,Dec 2003,328.0,265.0,189.0,454.0,574.0,2786.0,0.0,-14.0,-246.0,903.0,3810.0,120.0,226.0,0.0,2793.0,419.0,39.0
1084421,train,ICCI,False,Dec 2004,344.0,244.0,172.0,415.0,659.0,2724.0,0.0,-14.0,-260.0,1002.0,3770.0,151.0,250.0,0.0,2733.0,470.0,34.0
1084421,train,ICCI,False,Dec 2005,380.0,247.0,143.0,390.0,737.0,2676.0,0.0,-85.0,-345.0,1118.0,3665.0,74.0,253.0,0.0,2683.0,596.0,28.0
1084421,train,ICCI,False,Dec 2006,447.0,270.0,215.0,485.0,815.0,2806.0,0.0,-37.0,-382.0,1263.0,3698.0,90.0,200.0,0.0,2761.0,597.0,31.0
1129446,train,AGR,False,Sep 2002,1260.0,329.0,-278.0,51.0,579.0,451.0,0.0,-338.0,-6691.0,1839.0,2388.0,1204.0,1022.0,122.0,1877.0,879.0,265.0
1129446,train,AGR,False,Sep 2003,1260.0,329.0,-278.0,51.0,579.0,451.0,0.0,-338.0,-6691.0,1839.0,2388.0,1204.0,1022.0,122.0,1877.0,879.0,265.0
1129446,train,AGR,False,Sep 2004,1046.0,215.0,-107.0,108.0,866.0,420.0,0.0,-90.0,-6781.0,1912.0,2272.0,1273.0,866.0,150.0,1851.0,981.0,285.0
1129446,train,AGR,False,Sep 2005,1012.0,297.0,-101.0,196.0,664.0,372.0,0.0,-8.0,-6789.0,1676.0,1881.0,1117.0,488.0,130.0,1454.0,772.0,251.0
1129446,train,AGR,False,Sep 2006,808.0,113.0,30.0,143.0,762.0,362.0,0.0,20.0,-6769.0,1570.0,1497.0,798.0,375.0,116.0,1195.0,756.0,243.0
1054374,train,BRCM,False,Dec 2010,3284.0,138.0,1082.0,1220.0,3534.0,697.0,23460.0,1082.0,-6177.0,6818.0,7944.0,4184.0,1271.0,598.0,2118.0,2452.0,820.0
1054374,train,BRCM,False,Dec 2011,3626.0,192.0,953.0,1145.0,3763.0,1196.0,16001.0,927.0,-5250.0,7389.0,9040.0,5752.0,1099.0,421.0,2519.0,2810.0,678.0
1054374,train,BRCM,False,Dec 2012,4027.0,445.0,676.0,1121.0,3979.0,1393.0,18896.0,719.0,-4531.0,8006.0,11208.0,3781.0,1682.0,527.0,3369.0,3303.0,740.0
1054374,train,BRCM,False,Dec 2013,4088.0,401.0,472.0,873.0,4217.0,1394.0,17227.0,424.0,-4107.0,8305.0,11495.0,3915.0,1496.0,525.0,3124.0,3745.0,795.0
1054374,train,BRCM,False,Dec 2014,4098.0,392.0,694.0,1086.0,4330.0,1593.0,25955.0,652.0,-3455.0,8428.0,12471.0,5072.0,1550.0,531.0,3420.0,3636.0,804.0
103145,train,VECO,False,Dec 2016,198.6,32.6,-119.0,-86.3,133.1,0.8,1183.1,-122.0,-168.6,331.7,758.5,501.5,143.5,77.1,163.9,177.9,58.0
103145,train,VECO,False,Dec 2017,299.5,50.1,-69.5,-19.4,176.2,275.6,714.9,-51.4,-212.9,475.7,1387.5,597.1,224.3,120.3,547.4,217.3,99.0
103145,train,VECO,False,Dec 2018,348.4,50.0,-412.3,-362.3,193.7,287.4,355.9,-407.1,-620.0,542.1,900.8,520.1,160.1,156.3,463.0,222.5,77.2
103145,train,VECO,False,Dec 2019,261.2,34.4,-55.9,-21.5,158.2,300.1,719.7,-78.7,-698.9,419.3,818.1,475.9,118.2,133.1,443.6,187.3,71.0
103145,train,VECO,False,Dec 2020,259.9,30.7,16.3,47.0,194.3,321.1,863.2,-8.4,-707.3,454.2,898.1,586.9,146.7,145.9,489.7,170.4,101.2
101063,train,CQB,False,Dec 1996,2770.0,61.0,116.0,177.0,457.0,614.0,635.0,57.0,-76.0,3227.0,2067.0,809.0,412.0,212.0,1327.0,349.0,382.0
101063,train,CQB,False,Dec 1997,2770.0,61.0,116.0,177.0,457.0,614.0,635.0,57.0,-76.0,3227.0,2067.0,809.0,412.0,212.0,1327.0,349.0,382.0
101063,train,CQB,False,Dec 1998,2770.0,61.0,116.0,177.0,457.0,614.0,635.0,57.0,-76.0,3227.0,2067.0,809.0,412.0,212.0,1327.0,349.0,382.0
101063,train,CQB,False,Dec 1999,2770.0,61.0,116.0,177.0,457.0,614.0,635.0,57.0,-76.0,3227.0,2067.0,809.0,412.0,212.0,1327.0,349.0,382.0
101063,train,CQB,False,Dec 2000,2770.0,61.0,116.0,177.0,457.0,614.0,635.0,57.0,-76.0,3227.0,2067.0,809.0,412.0,212.0,1327.0,349.0,382.0
1484504,val,GIMO,False,Dec 2012,20.3,1.4,7.7,9.0,76.4,0.0,874.7,7.5,-20.7,96.7,51.5,46.5,45.8,3.7,81.5,68.8,20.9
1484504,val,GIMO,False,Dec 2013,30.8,2.9,-30.2,-27.4,109.5,0.0,874.7,-9.5,-8.9,140.3,195.5,173.3,61.9,1.5,72.1,139.7,24.5
1484504,val,GIMO,False,Dec 2014,37.4,6.0,-19.9,-13.8,119.7,0.0,578.7,-40.8,-49.7,157.1,198.0,190.1,67.4,6.6,82.6,139.6,28.7
1484504,val,GIMO,False,Dec 2015,45.8,6.5,11.6,18.1,176.2,0.0,912.0,6.2,-43.5,222.0,279.6,269.3,103.0,3.8,124.3,164.6,47.7
1484504,val,GIMO,False,Dec 2016,54.8,6.8,30.4,37.2,256.1,0.0,1653.6,49.4,5.9,310.9,401.0,354.9,108.9,11.3,138.3,225.6,75.5
878774,train,AMOAQ,False,Dec 2003,0.0,2.0,15.0,18.0,22.0,5.0,0.0,11.0,-17.0,22.0,349.0,26.0,229.0,0.0,229.0,7.0,23.0
878774,train,AMOAQ,False,Dec 2004,0.0,2.0,15.0,18.0,22.0,5.0,0.0,11.0,-17.0,22.0,349.0,26.0,229.0,0.0,229.0,7.0,23.0
878774,train,AMOAQ,False,Dec 2005,0.0,3.0,19.0,22.0,36.0,377.0,0.0,15.0,-18.0,36.0,401.0,14.0,262.0,0.0,287.0,17.0,3.0
878774,train,AMOAQ,False,Dec 2006,0.0,1.0,6.0,7.0,39.0,377.0,0.0,3.0,-40.0,39.0,721.0,15.0,85.0,0.0,636.0,33.0,8.0
878774,train,AMOAQ,False,Dec 2007,0.0,0.0,11.0,12.0,60.0,440.0,0.0,-59.0,-105.0,60.0,666.0,46.0,121.0,0.0,646.0,50.0,30.0
1158265,train,HTG,False,Dec 2001,0.0,70.0,105.0,175.0,278.0,435.0,0.0,14.0,-127.0,278.0,2060.0,24.0,592.0,0.0,1010.0,173.0,23.0
1158265,train,HTG,False,Dec 2002,0.0,70.0,105.0,175.0,278.0,435.0,0.0,14.0,-127.0,278.0,2060.0,24.0,592.0,0.0,1010.0,173.0,23.0
1158265,train,HTG,False,Dec 2003,0.0,79.0,113.0,192.0,301.0,444.0,0.0,41.0,-176.0,301.0,2227.0,31.0,657.0,0.0,1099.0,188.0,26.0
1158265,train,HTG,False,Dec 2004,0.0,89.0,119.0,208.0,327.0,646.0,0.0,45.0,-230.0,327.0,2353.0,48.0,770.0,0.0,1400.0,208.0,41.0
1158265,train,HTG,False,Dec 2005,0.0,100.0,116.0,217.0,351.0,828.0,0.0,30.0,-309.0,351.0,2458.0,54.0,752.0,0.0,1563.0,235.0,54.0
927102,train,AMV,False,Dec 2001,0.0,3.0,4.0,7.0,16.0,107.0,0.0,0.0,-11.0,16.0,157.0,3.0,4.0,0.0,113.0,12.0,0.0
927102,train,AMV,False,Dec 2002,0.0,3.0,4.0,7.0,16.0,107.0,0.0,0.0,-11.0,16.0,157.0,3.0,4.0,0.0,113.0,12.0,0.0
927102,train,AMV,False,Dec 2003,0.0,7.0,6.0,13.0,30.0,160.0,0.0,-2.0,-22.0,30.0,241.0,2.0,8.0,0.0,170.0,24.0,0.0
927102,train,AMV,False,Dec 2004,0.0,15.0,-7.0,8.0,45.0,237.0,0.0,-6.0,-39.0,45.0,348.0,6.0,12.0,0.0,251.0,52.0,4.0
927102,train,AMV,False,Dec 2005,0.0,17.0,-14.0,3.0,35.0,158.0,0.0,-11.0,-50.0,35.0,284.0,7.0,11.0,0.0,200.0,49.0,6.0
946392,train,GTLS,True,Dec 1996,29.0,0.0,0.0,0.0,18.0,606.0,0.0,-117.0,-243.0,47.0,781.0,387.0,102.0,0.0,703.0,18.0,17.0
946392,train,GTLS,True,Dec 1997,29.0,0.0,0.0,0.0,18.0,606.0,0.0,-117.0,-243.0,47.0,781.0,387.0,102.0,0.0,703.0,18.0,17.0
946392,train,GTLS,True,Dec 1998,238.0,0.0,0.0,0.0,135.0,1725.0,0.0,-256.0,-544.0,372.0,2615.0,1293.0,411.0,0.0,2174.0,135.0,174.0
946392,train,GTLS,True,Dec 1999,526.0,0.0,0.0,0.0,327.0,2430.0,0.0,-617.0,-1160.0,852.0,4002.0,1687.0,703.0,0.0,3142.0,327.0,286.0
946392,train,GTLS,True,Dec 2000,649.0,0.0,0.0,0.0,375.0,2043.0,0.0,-1615.0,-2776.0,1024.0,2834.0,875.0,1287.0,0.0,3395.0,375.0,258.0
894253,train,PER,False,Dec 2004,1576.0,62.0,184.0,246.0,423.0,77.0,0.0,111.0,494.0,1998.0,1371.0,603.0,260.0,0.0,410.0,249.0,278.0
894253,train,PER,False,Dec 2005,1576.0,62.0,184.0,246.0,423.0,77.0,0.0,111.0,494.0,1998.0,1371.0,603.0,260.0,0.0,410.0,249.0,278.0
894253,train,PER,False,Dec 2006,1905.0,79.0,125.0,204.0,393.0,84.0,0.0,81.0,575.0,2298.0,1581.0,783.0,301.0,0.0,476.0,280.0,338.0
894253,train,PER,False,Dec 2007,2130.0,104.0,193.0,297.0,482.0,213.0,0.0,115.0,698.0,2612.0,1900.0,759.0,330.0,0.0,657.0,298.0,477.0
